ticket-reference_id;product-reference_id;quantity;price;variation_id
5584;27;1;13.58;4
5584;16;5;25.17;4
5584;12;3;72.94;1
5585;1;1;76.69;5
5585;3;3;72.59;10
5585;27;4;56.53;10
5585;36;1;7.31;10
5586;20;3;34.12;3
5587;20;5;43.07;3
5587;36;5;52.46;8
5587;3;4;11.79;6
5587;31;3;28.18;1
5588;44;4;18.81;7
5588;39;2;92.04;7
5588;38;5;48.05;6
5589;5;1;11.11;6
5590;38;5;42.71;8
5590;36;2;12.4;10
5591;35;4;78.8;10
5591;7;1;19.38;8
5592;14;1;6.84;9
5592;12;2;35.82;3
5593;44;1;87.4;1
5593;40;5;19.47;0
5593;48;4;22.69;8
5593;48;1;94.77;7
5594;49;2;33.24;3
5594;6;4;23.99;5
5594;29;1;49.04;1
5594;40;5;44.11;7
5594;11;3;63.15;10
5595;15;5;40.35;6
5595;14;3;76.21;2
5595;4;5;68.96;6
5595;22;1;10.47;3
5595;50;2;69.29;4
5596;18;4;80.47;1
5596;19;2;83.97;10
5596;49;3;60.27;7
5596;23;3;44.14;4
5596;18;4;77.05;1
5597;8;1;85.34;0
5597;44;1;82.52;10
5597;36;3;30.68;2
5598;16;4;74.61;3
5599;35;4;70.4;2
5599;28;1;65.48;5
5599;20;1;19.62;0
5600;45;5;92.76;9
5600;39;3;19.6;4
5600;50;1;33.31;4
5601;34;1;44.73;5
5601;38;3;7.62;6
5601;41;4;53.49;0
5602;27;2;74.8;5
5602;17;1;33.24;9
5603;19;1;80.07;4
5603;34;1;60.31;6
5603;34;4;60.83;6
5603;11;4;77.12;5
5603;5;2;66.98;1
5604;28;3;18.41;9
5604;22;1;90.41;6
5605;12;4;5.51;10
5605;31;4;8.99;9
5605;13;2;63.95;1
5605;30;5;59.2;6
5606;38;3;38.11;7
5607;18;2;20.78;4
5607;41;5;27.02;4
5607;19;4;56.46;5
5607;42;2;94.05;4
5607;25;4;5.24;4
5608;14;3;55.91;1
5608;8;4;67.93;10
5608;36;5;71.21;5
5609;26;5;34.92;2
5609;4;5;26.32;1
5610;49;5;28.66;3
5611;18;5;79.65;8
5611;44;4;20.96;9
5612;32;4;26.31;8
5613;3;2;5.39;5
5613;17;4;55.55;6
5613;4;2;83.88;6
5614;29;1;78.16;3
5614;7;2;45.84;4
5614;34;5;30.78;5
5614;26;1;46.16;0
5614;27;1;24.97;9
5615;39;4;87.45;5
5615;30;3;46.21;2
5615;16;2;71.07;6
5615;9;5;39.02;7
5615;24;5;68.18;5
5616;18;5;16.75;8
5616;1;5;98.75;6
5616;47;1;49.01;10
5617;35;3;98.54;2
5617;35;2;19.48;3
5618;16;1;80.14;3
5618;45;2;45.7;8
5619;22;4;27.86;0
5619;1;3;72.58;10
5619;24;4;57.95;1
5620;15;1;26.16;1
5620;32;4;82.98;9
5621;40;2;98.86;8
5622;10;1;41.52;7
5623;44;5;17.05;1
5624;40;2;26.12;6
5624;44;4;40.8;9
5624;32;3;25.61;2
5625;49;3;97.36;10
5625;47;5;85.95;0
5625;45;2;38.19;1
5625;3;4;37.62;8
5625;48;1;87.03;9
5626;21;4;30.0;6
5626;37;3;43.71;7
5626;35;3;56.26;0
5626;15;4;94.64;9
5626;31;4;79.15;4
5627;20;1;93.02;2
5627;4;4;97.76;1
5628;39;2;25.75;1
5628;26;4;83.66;0
5628;41;5;29.38;0
5628;48;3;60.38;10
5629;28;3;91.36;6
5630;27;4;30.11;0
5630;46;2;67.51;5
5630;17;1;19.6;2
5630;24;3;11.47;2
5631;18;1;81.52;9
5631;10;2;32.09;6
5632;26;4;41.65;0
5632;4;1;68.93;8
5633;5;3;43.88;9
5633;18;5;73.96;7
5634;27;2;67.91;3
5634;33;1;80.52;0
5634;42;2;35.51;5
5634;29;1;83.55;2
5635;16;3;20.81;10
5635;2;3;67.78;1
5636;15;2;86.03;2
5637;37;5;9.35;10
5638;37;4;32.63;8
5638;4;2;99.25;4
5638;31;2;72.14;9
5638;14;1;59.59;10
5638;49;2;46.26;10
5639;44;3;25.25;6
5639;18;2;23.44;2
5639;37;4;33.87;10
5639;45;3;69.34;2
5639;30;2;51.76;7
5640;48;5;82.63;6
5640;2;1;83.54;7
5641;34;3;7.05;7
5642;30;5;38.53;3
5642;46;2;62.74;6
5642;5;4;6.37;2
5642;29;1;60.66;1
5643;23;3;78.61;9
5643;23;1;17.41;5
5643;50;4;99.02;6
5644;20;3;98.84;3
5644;29;5;35.77;5
5644;29;5;79.75;1
5644;48;5;60.96;8
5645;20;3;37.68;8
5645;24;1;92.15;1
5645;36;5;24.99;9
5645;28;3;44.19;4
5646;23;4;66.09;2
5646;10;5;71.08;1
5646;12;1;53.09;1
5647;27;3;88.52;8
5647;49;2;87.82;4
5647;49;1;72.72;5
5647;15;3;68.96;8
5648;13;5;57.94;6
5648;23;5;57.67;10
5648;2;4;53.26;6
5648;27;5;59.96;8
5649;39;5;86.06;3
5650;24;3;36.01;0
5651;49;1;41.76;7
5651;34;3;51.99;10
5652;46;3;37.83;4
5652;8;4;91.13;5
5653;24;5;51.55;1
5654;31;3;90.15;9
5655;9;5;74.97;6
5655;47;2;21.86;2
5655;16;1;55.54;4
5655;17;2;11.15;10
5655;29;1;11.67;1
5656;13;5;30.98;4
5657;26;5;44.83;9
5657;8;5;32.95;7
5657;46;4;66.85;2
5658;24;3;38.35;10
5658;18;2;60.07;1
5659;17;1;86.92;4
5659;27;3;17.88;2
5659;2;1;63.59;3
5659;29;4;41.22;1
5660;16;3;58.12;1
5661;24;2;45.72;2
5661;27;4;31.31;10
5662;47;4;91.52;1
5662;41;2;92.17;6
5663;44;3;90.06;8
5663;32;4;84.14;9
5663;5;3;63.05;2
5663;12;1;55.58;6
5663;25;1;28.95;10
5664;14;1;36.13;5
5664;50;5;7.55;0
5664;32;4;69.56;1
5664;50;5;26.02;7
5664;33;1;57.84;5
5665;48;3;73.62;7
5665;18;5;80.0;3
5666;26;2;59.41;4
5666;28;2;45.78;5
5667;41;1;43.0;0
5667;7;4;10.4;8
5668;26;1;14.1;4
5668;5;1;71.16;4
5669;3;1;62.07;9
5669;10;4;47.79;8
5669;28;5;74.73;0
5669;7;5;18.85;0
5670;22;1;31.32;3
5670;21;1;40.78;8
5670;21;1;30.53;3
5670;14;3;53.79;5
5670;27;3;45.27;1
5671;46;5;52.99;0
5671;22;3;56.19;7
5671;49;1;99.67;9
5671;3;5;79.36;0
5672;47;5;40.7;2
5673;3;1;86.85;5
5673;24;2;66.32;10
5673;40;1;90.07;9
5673;31;4;60.3;8
5673;47;5;97.32;9
5674;40;5;89.67;5
5675;48;4;55.33;5
5675;19;2;70.51;2
5675;8;5;69.28;5
5675;35;1;99.51;10
5675;37;4;75.46;0
5676;5;1;68.23;8
5676;18;5;66.01;10
5677;18;3;7.22;9
5677;27;3;52.85;7
5677;49;5;6.46;2
5677;18;1;58.58;7
5678;45;2;17.85;7
5678;28;2;6.94;8
5679;4;3;10.84;5
5679;22;5;30.82;3
5680;1;1;41.02;1
5680;5;1;54.47;3
5681;11;1;39.73;1
5681;24;1;12.84;4
5682;6;2;59.43;4
5682;6;3;92.67;3
5682;28;4;47.49;2
5683;40;4;93.56;1
5683;22;4;83.09;1
5683;12;4;64.6;4
5684;48;5;87.18;8
5684;9;5;67.06;3
5684;45;3;46.86;10
5684;37;4;49.91;5
5684;13;3;64.29;5
5685;14;1;98.48;9
5685;33;1;23.78;0
5685;39;4;68.65;5
5685;25;3;62.7;3
5685;45;2;29.53;10
5686;46;5;11.82;4
5686;49;1;69.78;9
5686;39;2;92.21;5
5686;37;3;63.28;9
5687;20;3;76.24;10
5688;24;4;88.89;4
5688;11;4;20.37;6
5688;20;2;55.03;9
5688;45;4;30.49;4
5689;38;5;17.62;10
5689;24;2;17.68;0
5689;35;4;76.64;10
5690;10;5;28.33;2
5690;45;5;47.25;10
5690;43;5;28.64;2
5690;44;2;45.73;8
5690;3;1;50.0;6
5691;31;5;41.48;8
5691;12;1;38.39;0
5691;6;1;6.94;9
5692;22;4;92.67;5
5692;47;1;96.84;8
5692;35;4;8.52;0
5693;35;1;17.29;7
5693;41;5;6.25;5
5693;17;4;70.9;0
5694;43;5;32.89;0
5694;45;3;56.02;5
5694;18;5;98.33;8
5694;9;1;98.7;8
5694;23;3;64.05;8
5695;47;2;75.42;4
5695;2;2;67.14;1
5695;17;4;86.48;5
5695;49;1;93.0;5
5695;38;1;62.68;6
5696;28;5;64.19;9
5696;7;5;13.72;3
5696;6;3;20.61;5
5696;7;2;96.19;3
5697;25;1;23.51;2
5697;14;3;10.35;5
5698;26;4;65.22;8
5698;38;5;95.58;5
5698;49;1;10.9;10
5699;42;4;83.77;1
5699;20;2;23.43;4
5699;12;1;98.06;0
5699;25;2;96.63;10
5699;5;2;76.61;5
5700;45;3;58.41;9
5700;15;3;61.7;3
5700;45;5;80.9;4
5700;47;3;24.07;1
5700;2;4;48.11;1
5701;28;1;81.86;10
5701;3;3;18.45;8
5701;48;5;7.67;6
5701;17;4;9.61;4
5701;8;1;78.44;2
5702;12;1;10.76;2
5703;23;3;73.13;3
5703;44;3;44.01;1
5703;2;4;10.61;0
5703;43;4;18.53;2
5703;4;4;69.18;7
5704;23;5;34.19;9
5704;8;5;89.01;2
5705;45;2;46.16;8
5705;2;2;98.94;3
5706;46;2;9.18;8
5707;1;2;93.86;8
5707;9;5;79.85;0
5707;36;3;98.05;1
5707;7;1;46.26;5
5707;10;1;84.57;6
5708;21;1;6.0;7
5708;32;2;26.86;6
5708;13;3;52.65;10
5708;34;1;6.68;6
5709;29;1;45.79;0
5709;24;2;59.31;5
5709;12;5;23.6;6
5709;1;5;59.19;3
5710;20;3;84.02;8
5710;27;5;90.66;0
5711;39;5;72.99;0
5711;31;4;43.24;1
5711;37;2;68.4;7
5712;21;4;62.2;4
5713;15;1;81.2;4
5714;25;2;40.35;2
5715;25;4;6.56;10
5716;13;3;30.78;5
5716;32;1;57.8;7
5717;26;3;35.94;8
5718;34;2;65.76;0
5718;31;5;76.44;6
5718;39;2;57.85;10
5718;15;5;86.81;3
5718;19;1;45.45;0
5719;41;2;33.01;7
5719;5;2;27.5;1
5719;45;1;76.99;2
5720;18;4;53.41;4
5720;31;5;23.64;8
5720;44;3;69.76;4
5720;16;1;25.03;3
5720;26;1;42.63;1
5721;14;1;86.6;8
5722;3;1;41.14;2
5722;35;4;83.53;6
5722;23;2;26.21;5
5723;29;5;97.58;0
5724;35;3;85.32;8
5725;33;5;72.93;9
5725;18;1;84.88;0
5726;20;1;16.26;5
5726;25;3;84.73;9
5727;12;2;92.31;0
5727;9;3;44.3;7
5727;20;2;77.81;7
5727;32;2;87.29;1
5728;35;2;35.45;4
5728;17;4;63.58;10
5729;15;2;43.45;5
5729;7;4;76.64;5
5729;48;5;71.13;8
5729;5;2;41.87;2
5729;17;4;40.98;0
5730;43;4;26.87;4
5731;27;5;68.43;0
5731;23;4;46.14;10
5731;22;1;83.98;3
5731;50;2;17.53;0
5732;40;1;24.61;5
5732;19;3;71.28;7
5732;42;3;69.95;0
5733;12;5;21.86;3
5733;20;3;94.47;10
5733;36;4;25.93;5
5733;37;2;55.63;8
5734;39;1;67.6;7
5735;12;1;36.17;6
5735;40;3;62.35;4
5735;49;2;39.97;3
5735;40;3;51.81;8
5736;49;5;14.55;7
5736;9;3;66.39;6
5736;50;3;60.9;5
5736;12;1;98.83;4
5737;9;5;93.31;9
5737;7;1;82.11;2
5737;44;2;76.37;6
5737;47;2;63.72;10
5738;23;5;90.92;4
5738;16;5;59.51;3
5738;41;5;49.95;3
5738;11;2;60.46;3
5738;41;2;73.24;9
5739;1;4;43.44;10
5739;14;1;22.28;0
5739;2;4;25.63;10
5739;40;2;31.25;3
5740;22;4;24.32;4
5741;32;1;64.75;10
5741;44;2;53.53;1
5742;40;4;63.23;2
5743;28;5;43.37;5
5744;40;2;5.28;3
5745;33;3;13.93;0
5745;19;2;41.33;5
5745;42;5;14.35;9
5745;38;1;33.4;7
5746;35;5;47.28;6
5747;6;3;12.42;8
5748;10;3;78.57;8
5748;30;2;36.06;0
5748;31;3;17.87;1
5748;32;3;28.49;10
5748;25;2;84.86;9
5749;32;1;31.93;7
5749;10;4;39.92;2
5749;15;3;57.35;1
5749;5;4;16.02;7
5749;50;5;61.79;9
5750;11;5;6.02;8
5751;28;1;74.31;6
5752;13;3;76.02;0
5752;11;3;83.94;9
5752;21;2;40.1;7
5752;35;1;63.43;10
5753;48;1;81.21;6
5754;42;1;50.58;2
5754;42;4;40.05;6
5754;33;3;88.51;10
5754;28;5;74.54;7
5754;46;5;56.02;10
5755;11;5;17.85;2
5756;37;4;46.63;9
5757;27;4;49.43;0
5757;7;3;82.75;9
5757;14;4;14.44;4
5757;26;1;71.25;1
5757;49;3;36.43;5
5758;25;5;15.18;6
5758;49;5;88.95;2
5758;26;1;90.15;2
5758;45;2;21.39;2
5758;33;1;87.27;1
5759;31;5;66.25;2
5760;7;4;20.79;8
5760;19;1;52.03;6
5761;38;1;91.1;2
5761;48;1;5.24;10
5761;10;3;28.74;10
5761;24;2;76.69;4
5762;6;4;42.56;10
5762;8;5;90.62;3
5762;1;4;12.91;3
5763;24;3;71.85;5
5764;31;4;95.01;1
5764;35;1;24.88;5
5764;16;2;62.17;9
5765;18;3;63.35;7
5765;38;5;49.84;8
5765;39;5;8.5;8
5765;41;3;17.51;1
5765;2;2;78.68;0
5766;49;4;13.6;0
5766;44;5;86.34;5
5766;19;2;79.78;6
5766;18;3;39.39;9
5766;30;5;94.19;0
5767;14;2;68.57;8
5767;27;5;61.55;1
5767;14;4;53.14;2
5767;46;2;60.28;2
5767;22;5;91.25;7
5768;32;2;10.93;4
5768;15;3;32.41;8
5768;26;1;58.69;3
5769;4;4;36.74;5
5769;18;2;83.37;2
5770;9;5;66.07;4
5770;8;4;37.39;8
5771;41;5;88.46;9
5771;26;5;60.99;10
5771;27;4;38.32;1
5771;30;3;74.92;8
5771;2;3;51.14;0
5772;17;4;66.64;0
5772;7;5;33.87;2
5772;13;3;21.89;9
5772;26;2;76.11;7
5772;42;4;90.86;5
5773;17;1;76.23;2
5773;35;3;71.21;5
5774;18;3;33.27;1
5774;39;3;85.37;0
5775;27;3;25.01;10
5775;23;3;45.02;0
5775;30;5;99.4;2
5776;41;4;41.41;10
5776;34;4;29.05;0
5777;11;4;51.12;9
5777;31;5;54.73;1
5777;41;1;76.75;3
5778;46;1;49.56;3
5778;33;1;94.7;6
5779;43;4;53.04;9
5779;16;5;23.75;7
5779;20;3;49.88;6
5779;38;1;6.53;7
5779;15;3;81.07;10
5780;5;4;28.77;6
5781;39;3;78.65;7
5781;30;5;76.03;8
5781;13;2;69.29;0
5781;9;4;84.17;10
5782;37;4;93.21;8
5782;29;5;95.74;4
5782;40;2;30.24;10
5782;42;3;56.94;1
5783;42;5;47.05;4
5783;32;5;64.45;7
5783;32;4;41.83;7
5783;34;5;63.53;2
5784;4;5;33.97;9
5784;31;4;88.15;9
5784;15;4;40.51;7
5784;41;5;80.77;1
5785;16;4;89.04;5
5785;26;4;79.3;10
5785;23;4;49.44;0
5786;26;3;9.1;5
5786;11;3;99.08;10
5786;14;5;59.44;5
5786;32;4;29.44;0
5786;30;4;27.0;7
5787;37;4;67.17;5
5787;18;3;32.71;10
5787;4;2;47.88;9
5787;27;1;97.44;7
5788;11;3;84.12;8
5789;20;3;21.27;2
5789;20;5;18.51;0
5789;24;1;91.82;3
5790;4;2;97.09;10
5790;17;4;51.23;8
5791;38;5;66.56;1
5791;23;3;47.01;7
5791;12;1;50.85;3
5791;18;4;23.44;10
5791;27;4;7.52;9
5792;41;3;90.8;7
5792;18;3;52.83;2
5792;29;4;48.07;3
5793;22;1;90.52;9
5793;19;3;39.84;1
5793;30;2;52.53;1
5793;42;2;97.93;8
5794;7;5;83.4;2
5794;38;3;16.25;10
5794;8;3;27.71;1
5794;33;1;49.57;3
5795;15;5;40.86;2
5795;11;4;55.79;6
5795;44;5;95.71;6
5795;27;5;14.78;5
5796;7;1;17.93;9
5796;1;3;81.01;9
5796;20;4;24.11;9
5796;40;1;64.65;8
5797;11;4;18.82;7
5797;40;3;15.18;8
5797;13;1;8.6;7
5797;22;5;16.15;4
5798;7;1;16.84;7
5799;7;2;82.72;7
5799;15;1;86.07;4
5799;2;5;85.96;5
5800;35;2;53.77;2
5800;41;4;17.7;6
5801;9;1;90.76;1
5801;45;3;47.63;0
5801;49;3;77.79;0
5801;46;2;33.93;0
5802;28;4;78.12;4
5802;18;4;74.98;0
5802;46;1;36.41;9
5802;22;5;45.22;9
5802;38;1;48.74;9
5803;43;2;76.2;2
5803;35;4;29.28;5
5803;9;4;44.82;3
5804;14;1;67.67;6
5804;40;4;48.16;10
5804;30;2;12.29;10
5804;33;4;9.09;5
5805;7;2;44.92;3
5805;35;5;52.83;2
5805;48;3;19.22;7
5805;10;2;11.23;2
5806;3;3;55.38;10
5806;8;2;20.25;2
5806;22;4;62.12;5
5807;8;3;17.08;1
5807;44;2;74.7;2
5807;6;2;31.68;8
5807;26;5;84.98;1
5807;34;1;35.32;2
5808;17;5;67.76;3
5808;33;5;88.58;2
5808;20;5;70.13;3
5809;3;3;91.79;10
5809;23;2;35.12;3
5809;19;5;28.86;8
5809;37;4;44.47;3
5810;13;1;74.89;9
5810;26;5;23.99;6
5810;1;2;77.39;6
5810;19;5;49.01;2
5810;28;5;86.18;2
5811;11;5;31.41;6
5811;32;4;59.48;10
5811;44;3;61.16;2
5811;37;3;59.96;4
5812;5;2;87.24;7
5812;39;4;13.26;1
5812;6;4;41.6;7
5812;11;1;70.73;0
5812;15;5;93.6;7
5813;31;3;43.52;9
5813;40;3;45.28;7
5813;33;3;54.24;8
5813;40;5;78.56;3
5813;20;5;58.12;4
5814;36;5;51.46;10
5814;30;1;33.46;3
5814;1;3;35.15;0
5815;37;5;97.23;10
5815;6;2;44.02;10
5815;42;3;91.22;3
5815;43;3;92.8;1
5815;20;3;35.89;2
5816;2;2;95.66;8
5817;38;4;60.52;6
5817;10;3;45.07;4
5817;46;4;27.37;7
5817;48;3;46.1;8
5817;30;5;23.02;2
5818;41;3;53.54;0
5818;23;5;40.96;6
5818;25;5;19.91;1
5818;16;4;16.73;2
5818;34;2;30.85;0
5819;44;1;35.55;10
5819;23;1;56.75;8
5819;32;2;55.95;9
5819;21;1;36.05;10
5819;3;3;17.05;4
5820;45;3;68.72;8
5820;6;5;98.36;9
5820;44;2;88.29;10
5820;35;4;16.98;8
5820;44;5;70.15;8
5821;27;3;68.87;3
5821;44;3;31.27;9
5821;43;4;12.79;1
5822;11;2;50.45;9
5823;3;2;58.69;9
5823;45;1;70.88;10
5823;42;2;78.9;5
5823;47;1;27.91;2
5823;33;3;51.87;3
5824;24;3;6.75;2
5824;7;4;79.21;6
5824;25;1;55.92;6
5824;30;5;32.55;5
5825;25;2;50.4;4
5825;8;1;55.15;4
5825;50;4;78.56;6
5825;11;2;79.15;6
5826;42;2;85.94;8
5826;31;3;18.17;2
5826;35;5;63.76;10
5826;22;2;59.92;9
5827;17;5;99.73;8
5827;9;2;25.63;9
5827;12;1;64.55;7
5828;38;4;78.8;4
5828;1;3;83.73;10
5828;43;1;31.38;8
5828;35;1;43.99;4
5828;28;5;14.37;3
5829;17;5;26.63;8
5829;17;2;79.37;9
5829;12;3;52.52;4
5829;43;4;46.67;6
5830;23;4;88.79;6
5831;30;5;9.09;10
5831;31;4;18.04;1
5831;9;3;48.36;0
5832;7;3;6.58;5
5832;18;2;43.84;10
5832;49;2;7.45;7
5832;5;2;44.66;5
5832;23;5;81.08;10
5833;35;5;46.23;3
5834;7;1;86.75;2
5834;32;2;46.81;1
5834;22;2;98.99;6
5834;2;1;48.16;6
5835;8;2;94.72;5
5835;9;1;46.18;8
5835;27;5;19.18;5
5835;16;2;73.37;1
5835;44;2;87.08;9
5836;49;1;56.07;3
5836;47;4;91.73;2
5836;26;5;94.47;7
5837;20;3;37.8;6
5837;18;5;80.88;7
5837;19;1;25.93;5
5838;24;5;52.52;8
5838;4;5;18.04;5
5838;11;4;29.67;4
5839;29;1;65.66;2
5840;36;3;42.21;3
5841;27;3;64.73;6
5841;7;4;40.74;7
5841;24;1;83.04;10
5841;12;3;80.04;1
5842;3;4;71.93;7
5842;28;4;13.5;2
5842;24;1;81.46;5
5842;45;3;58.22;7
5842;44;1;17.76;4
5843;14;2;63.85;8
5843;14;5;46.41;4
5843;20;3;77.34;8
5843;47;2;82.63;8
5843;44;1;85.29;0
5844;32;3;42.01;0
5844;5;5;45.53;10
5844;11;3;38.21;6
5844;34;2;60.17;8
5844;7;3;47.65;2
5845;22;3;47.98;1
5846;11;5;32.29;4
5846;9;4;73.96;0
5846;23;2;70.26;10
5846;11;2;57.57;4
5846;47;3;14.94;1
5847;32;1;46.87;0
5847;8;4;63.16;3
5847;49;5;83.97;5
5847;50;2;93.75;3
5847;22;3;14.33;6
5848;9;4;13.72;4
5848;19;4;52.39;10
5848;8;5;65.48;4
5848;7;2;81.65;10
5848;5;4;58.38;4
5849;16;1;74.6;2
5849;39;1;56.13;10
5849;4;2;5.14;6
5850;48;5;48.89;1
5851;44;2;7.58;5
5851;34;2;84.67;1
5851;1;3;37.62;2
5852;35;2;6.17;4
5853;13;2;54.45;7
5853;18;2;33.79;4
5853;50;5;22.74;8
5853;38;2;98.15;10
5854;5;2;63.86;0
5854;39;2;50.34;6
5854;48;3;77.86;1
5854;39;3;98.64;9
5855;7;4;97.68;0
5855;50;1;43.76;1
5855;5;4;84.57;9
5855;38;1;87.19;1
5856;35;5;52.86;10
5856;34;2;55.2;10
5856;35;1;71.13;3
5856;3;4;10.28;1
5857;14;2;61.65;6
5857;1;4;59.43;7
5857;29;4;48.34;9
5858;12;4;85.51;5
5858;32;3;87.75;10
5858;38;3;79.9;7
5858;2;3;26.32;4
5859;3;1;19.87;9
5859;33;5;49.76;4
5859;34;1;6.24;6
5860;42;1;59.37;4
5861;28;5;97.64;10
5861;41;4;82.86;2
5861;46;5;93.49;4
5861;47;3;21.98;6
5862;16;3;78.21;1
5862;49;1;38.5;9
5862;39;4;60.68;9
5862;21;3;35.78;5
5863;30;1;34.27;0
5863;29;2;41.44;10
5863;16;5;90.45;7
5863;50;5;9.4;9
5863;1;5;14.89;3
5864;45;5;29.33;8
5864;48;2;59.76;0
5864;9;5;66.79;9
5865;35;2;86.04;6
5865;46;5;74.43;6
5865;13;3;70.22;1
5865;39;3;42.62;3
5865;42;3;97.77;10
5866;35;4;48.63;0
5866;14;5;51.81;6
5866;19;3;64.23;7
5866;16;4;46.61;7
5866;9;3;8.75;6
5867;10;1;60.87;9
5867;45;1;47.62;0
5868;18;4;65.46;3
5868;23;2;41.96;6
5868;50;1;62.9;4
5868;35;5;87.67;2
5869;26;5;94.61;10
5869;15;5;57.58;8
5869;33;2;82.65;5
5870;23;3;12.2;4
5870;6;2;34.26;0
5870;4;3;14.55;10
5871;13;3;21.75;6
5871;49;1;19.26;0
5872;39;5;80.43;0
5872;8;1;42.51;8
5873;14;2;26.6;1
5874;38;2;63.56;6
5874;30;3;41.7;10
5874;28;3;37.97;4
5874;5;5;60.58;4
5874;49;5;86.2;10
5875;9;1;57.08;8
5876;16;4;17.08;0
5876;16;1;9.76;5
5876;1;3;82.08;6
5876;9;4;62.22;8
5876;31;3;93.89;8
5877;32;5;25.37;10
5877;46;4;23.83;9
5877;14;1;63.24;4
5877;22;2;73.67;5
5878;32;4;63.48;7
5878;44;5;5.86;7
5878;19;1;20.27;0
5878;16;3;26.39;5
5879;40;1;22.23;2
5879;1;2;36.2;1
5879;30;5;23.97;9
5879;32;4;47.19;6
5879;23;4;88.06;0
5880;8;4;65.45;1
5880;36;2;58.07;4
5881;32;2;44.78;10
5882;17;1;59.28;2
5882;44;5;82.48;3
5883;32;4;90.74;4
5883;40;2;16.0;6
5883;22;5;79.24;5
5883;2;1;51.87;10
5883;15;3;15.79;0
5884;41;5;94.62;8
5884;43;1;93.34;0
5884;11;3;83.7;2
5884;31;1;72.93;0
5884;15;5;85.58;8
5885;50;2;58.38;3
5885;39;2;92.68;6
5885;14;3;81.46;10
5886;37;1;49.17;5
5886;17;4;28.95;0
5886;6;2;90.09;5
5886;16;3;51.69;1
5887;22;1;97.81;3
5887;26;1;9.25;8
5887;16;3;54.17;4
5887;11;1;76.34;1
5887;50;5;85.96;8
5888;23;3;74.13;0
5889;20;4;74.69;6
5889;33;4;39.89;5
5889;1;2;68.97;3
5889;31;5;58.81;0
5889;45;5;74.14;9
5890;35;1;33.89;5
5891;3;1;70.57;4
5891;45;2;32.17;9
5891;31;1;51.37;0
5891;45;2;14.71;5
5891;37;3;88.63;8
5892;4;4;41.74;4
5892;5;4;61.54;8
5892;9;2;83.73;3
5892;42;4;44.79;1
5892;29;4;83.53;9
5893;31;3;77.73;6
5893;23;2;56.62;10
5893;5;3;58.55;6
5893;40;5;81.27;10
5893;27;5;80.02;0
5894;43;2;86.94;10
5894;39;5;21.44;3
5894;47;2;42.68;0
5894;47;4;76.48;0
5894;4;2;44.43;3
5895;31;5;79.53;4
5895;44;4;30.15;10
5895;46;5;35.84;6
5895;6;3;99.75;6
5895;12;5;91.8;5
5896;21;3;11.83;7
5896;45;4;37.22;10
5896;31;1;92.71;4
5896;11;2;86.62;6
5897;30;3;95.05;7
5897;4;3;91.2;10
5897;16;2;33.2;0
5898;27;1;57.0;9
5898;13;3;42.41;5
5898;33;5;74.26;0
5899;45;2;27.56;4
5899;44;4;51.1;7
5900;40;5;17.31;5
5900;31;5;53.88;4
5901;40;3;26.93;10
5902;45;3;49.67;8
5902;5;3;97.38;1
5902;37;1;88.37;2
5902;39;5;69.84;4
5903;11;4;81.53;8
5903;25;3;92.66;6
5903;36;5;16.3;2
5903;10;2;60.16;7
5903;8;2;27.72;2
5904;16;5;72.85;9
5904;5;4;91.87;6
5905;8;3;53.35;5
5905;12;4;64.27;9
5905;33;4;20.92;1
5905;31;2;12.42;7
5905;35;2;53.91;10
5906;43;2;71.41;3
5906;39;5;86.05;10
5907;1;2;48.03;5
5907;36;4;54.28;9
5907;2;5;8.39;3
5907;34;3;98.5;4
5908;17;1;76.35;4
5908;6;5;63.24;0
5909;18;2;80.63;7
5909;23;2;85.65;4
5910;17;1;90.45;9
5911;46;1;94.67;9
5911;30;5;63.4;4
5911;33;3;43.59;7
5912;50;3;74.24;3
5912;12;5;45.68;5
5913;45;4;6.09;7
5914;40;4;16.07;6
5914;38;1;87.0;0
5915;32;3;81.67;3
5915;40;1;18.94;4
5915;4;5;73.95;10
5915;8;2;91.55;4
5916;14;3;62.49;1
5916;46;3;67.9;2
5916;42;5;68.73;3
5916;19;4;8.57;2
5916;16;1;55.56;4
5917;45;2;36.71;0
5918;2;5;48.04;5
5918;1;3;58.19;10
5918;2;3;65.43;2
5919;21;5;5.18;10
5919;2;2;37.73;5
5920;37;2;54.89;10
5920;18;1;15.37;1
5920;42;1;27.77;4
5920;9;3;74.7;0
5920;30;2;62.82;8
5921;11;4;59.68;10
5921;24;3;68.87;0
5921;3;1;65.65;2
5922;4;1;42.05;4
5922;43;1;51.54;2
5922;48;2;67.49;7
5923;44;3;84.88;0
5923;36;2;76.86;1
5923;15;4;78.2;5
5923;12;3;77.3;7
5924;17;1;29.58;4
5925;41;1;41.01;2
5925;33;1;21.22;0
5925;14;4;76.29;7
5926;7;2;29.68;8
5926;20;4;37.64;0
5926;45;5;55.48;2
5926;46;3;54.53;10
5926;7;1;5.57;1
5927;49;3;17.92;2
5927;31;4;35.36;2
5927;26;1;83.07;6
5927;5;3;12.55;9
5928;28;4;17.08;3
5928;20;1;19.65;5
5929;17;4;84.29;8
5929;31;3;84.9;7
5930;32;1;53.96;6
5931;46;4;39.66;2
5931;28;5;51.06;2
