reference_id;reference_date;user-reference_id;shop-reference_id;total_amount;total_discount;channel
4472;2023-07-14;618;1;28.86;12.39;e-commerce
4473;2022-02-06;446;2;304.5;32.39;retail
4474;2023-02-02;752;2;281.15;32.41;e-commerce
4475;2022-10-24;569;2;72.85;13.2;mobile
4476;2024-03-30;381;1;151.35;48.88;mobile
4477;2022-01-11;304;1;385.95;15.42;retail
4478;2023-11-01;946;1;440.38;22.17;e-commerce
4479;2023-09-25;666;3;285.13;22.87;mobile
4480;2022-03-13;924;1;81.88;37.45;e-commerce
4481;2022-09-07;873;3;273.73;23.24;mobile
4482;2023-10-15;598;2;249.78;46.85;e-commerce
4483;2024-02-02;78;2;112.8;49.97;mobile
4484;2023-11-29;935;1;166.1;37.56;retail
4485;2023-10-31;635;1;309.12;26.5;e-commerce
4486;2022-10-13;229;1;55.61;24.44;mobile
4487;2022-11-11;163;2;332.13;20.09;mobile
4488;2023-09-17;451;3;104.73;36.93;mobile
4489;2022-04-13;463;3;247.96;38.79;retail
4490;2024-09-19;249;3;271.6;41.81;e-commerce
4491;2024-09-13;662;1;113.79;37.09;retail
4492;2025-02-23;647;1;169.5;11.59;mobile
4493;2022-08-16;635;2;260.27;19.54;mobile
4494;2025-03-27;497;2;328.95;39.26;retail
4495;2022-12-08;475;2;418.74;46.81;mobile
4496;2024-05-21;781;1;498.96;17.61;e-commerce
4497;2022-05-05;268;1;230.78;38.93;mobile
4498;2024-06-15;483;1;463.01;41.88;retail
4499;2024-01-05;440;1;198.32;44.55;e-commerce
4500;2025-02-01;118;3;282.01;21.05;e-commerce
4501;2022-11-18;801;1;400.0;31.09;e-commerce
4502;2023-04-03;24;1;217.19;49.65;e-commerce
4503;2023-02-20;353;3;439.66;0.44;e-commerce
4504;2025-01-08;202;3;174.67;49.04;e-commerce
4505;2025-03-15;345;3;499.54;38.64;retail
4506;2023-06-10;395;1;235.74;19.0;e-commerce
4507;2023-03-01;429;3;289.71;43.42;mobile
4508;2023-03-11;477;3;402.37;44.17;mobile
4509;2023-05-10;427;1;422.7;45.37;mobile
4510;2022-09-07;904;3;183.6;27.95;e-commerce
4511;2025-02-03;58;2;143.87;38.05;retail
4512;2022-09-16;670;1;85.67;22.96;retail
4513;2023-02-21;832;1;155.27;29.75;retail
4514;2024-05-20;681;1;307.67;41.59;e-commerce
4515;2023-04-06;710;1;135.73;39.09;retail
4516;2023-12-05;95;3;174.17;6.24;retail
4517;2024-12-04;444;2;279.49;14.32;mobile
4518;2022-06-06;944;2;246.05;33.1;e-commerce
4519;2022-08-06;568;2;321.48;47.74;mobile
4520;2024-09-26;56;3;440.89;27.16;retail
4521;2022-12-31;877;1;215.67;29.31;e-commerce
4522;2024-10-10;454;1;391.5;45.95;mobile
4523;2023-10-16;452;2;127.13;19.05;retail
4524;2022-10-26;747;1;388.4;8.59;mobile
4525;2023-07-30;645;2;69.97;12.55;mobile
4526;2022-12-13;521;1;489.31;3.0;e-commerce
4527;2024-09-18;478;1;316.95;49.81;e-commerce
4528;2024-11-20;174;2;423.31;5.87;retail
4529;2022-06-20;689;2;159.96;22.35;e-commerce
4530;2025-03-14;495;2;459.53;43.8;e-commerce
4531;2023-03-18;863;3;119.86;26.34;e-commerce
4532;2023-09-02;893;1;118.98;0.98;retail
4533;2023-06-18;754;3;487.65;5.49;retail
4534;2025-02-13;61;1;392.08;0.96;retail
4535;2024-03-13;121;1;108.89;29.8;e-commerce
4536;2024-08-27;576;3;126.44;20.17;retail
4537;2022-06-25;953;2;463.67;21.54;e-commerce
4538;2024-08-17;790;3;474.75;36.21;e-commerce
4539;2024-09-07;419;2;164.85;12.02;retail
4540;2023-06-04;310;1;187.2;38.42;e-commerce
4541;2024-03-07;968;1;355.64;25.09;e-commerce
4542;2023-04-28;551;1;295.34;47.92;retail
4543;2023-02-13;370;3;105.19;43.08;mobile
4544;2022-08-18;802;1;287.67;27.62;retail
4545;2024-03-04;420;2;12.19;48.89;mobile
4546;2024-04-19;456;2;426.41;25.3;retail
4547;2022-12-19;983;3;275.06;1.53;mobile
4548;2022-05-11;886;2;238.57;7.5;mobile
4549;2023-11-20;176;1;369.89;17.16;e-commerce
4550;2023-09-06;694;2;69.74;0.94;mobile
4551;2025-02-19;296;1;49.41;10.67;mobile
4552;2023-08-03;74;1;101.08;15.8;mobile
4553;2023-06-23;289;2;193.22;32.81;mobile
4554;2024-06-20;812;1;476.73;21.53;retail
4555;2023-02-19;345;2;491.59;26.24;mobile
4556;2024-04-22;344;3;338.28;8.7;retail
4557;2025-03-22;893;3;430.74;19.53;mobile
4558;2022-06-08;25;3;474.28;29.76;e-commerce
4559;2023-08-15;870;1;289.06;39.44;e-commerce
4560;2023-07-09;213;3;174.71;7.62;e-commerce
4561;2023-08-29;539;2;344.78;45.66;e-commerce
4562;2024-12-30;108;1;296.82;39.46;e-commerce
4563;2023-02-23;372;3;363.89;23.28;e-commerce
4564;2024-06-29;247;3;92.33;12.45;retail
4565;2024-09-08;492;1;390.89;1.54;mobile
4566;2022-06-23;202;2;80.97;1.15;e-commerce
4567;2025-03-09;233;2;214.32;26.38;mobile
4568;2024-05-09;381;3;225.83;42.28;mobile
4569;2025-01-13;170;2;21.31;13.89;retail
4570;2022-12-25;548;1;267.64;11.18;retail
4571;2024-08-10;7;1;481.16;40.79;e-commerce
4572;2023-05-06;621;2;475.77;34.39;mobile
4573;2023-12-02;214;1;154.99;44.99;e-commerce
4574;2022-09-19;516;2;345.58;34.4;e-commerce
4575;2023-07-13;766;3;431.32;15.43;e-commerce
4576;2022-02-21;908;1;452.89;28.47;e-commerce
4577;2023-02-23;448;1;428.37;46.56;retail
4578;2022-04-04;208;1;75.58;44.05;retail
4579;2022-09-20;959;3;55.68;26.6;e-commerce
4580;2025-02-06;739;2;431.62;21.75;mobile
4581;2023-11-12;587;3;339.32;9.9;e-commerce
4582;2023-06-06;777;3;227.39;28.87;mobile
4583;2024-05-25;32;3;406.39;15.47;e-commerce
4584;2024-07-15;170;1;79.74;12.56;mobile
4585;2022-04-27;546;3;466.58;38.23;mobile
4586;2024-05-10;596;3;46.75;10.88;mobile
4587;2022-10-30;794;3;80.14;24.81;mobile
4588;2022-06-03;650;1;409.54;25.54;mobile
4589;2024-06-02;810;3;454.12;18.78;mobile
4590;2023-07-01;562;2;369.53;6.7;mobile
4591;2022-05-29;615;3;205.66;26.03;mobile
4592;2024-11-10;396;2;38.06;25.36;e-commerce
4593;2024-06-01;540;2;347.49;22.68;retail
4594;2023-02-04;743;3;269.46;2.08;retail
4595;2024-10-01;148;3;445.39;2.52;mobile
4596;2022-10-16;313;2;17.81;12.41;e-commerce
4597;2024-09-26;29;3;342.96;15.59;mobile
4598;2023-10-26;800;2;305.98;25.57;e-commerce
4599;2024-10-18;923;2;92.44;16.81;mobile
4600;2022-05-07;389;2;414.97;37.53;e-commerce
4601;2022-02-04;827;1;74.52;43.52;retail
4602;2024-03-15;53;2;273.0;9.33;retail
4603;2023-03-13;449;2;348.56;24.44;e-commerce
4604;2024-02-09;38;1;353.09;25.12;e-commerce
4605;2023-08-03;540;1;406.44;9.09;retail
4606;2025-03-18;202;2;100.49;37.73;retail
4607;2023-12-15;703;3;304.85;24.93;retail
4608;2024-12-06;269;1;251.53;22.79;e-commerce
4609;2024-07-08;227;2;51.42;34.66;mobile
4610;2022-07-13;767;1;163.53;20.45;e-commerce
4611;2023-03-21;189;1;256.08;14.77;retail
4612;2023-02-02;563;1;338.28;19.64;e-commerce
4613;2024-11-15;480;2;470.22;36.49;retail
4614;2023-07-29;665;3;401.11;31.66;retail
4615;2024-05-10;544;3;301.54;28.24;retail
4616;2023-03-08;458;2;470.26;41.91;retail
4617;2025-03-21;336;1;203.52;45.02;mobile
4618;2022-06-08;660;2;298.13;40.98;e-commerce
4619;2023-09-18;787;2;432.0;5.81;retail
4620;2022-10-10;750;2;397.92;28.53;mobile
4621;2023-07-29;633;2;432.5;7.45;mobile
4622;2024-09-05;516;3;260.81;35.79;retail
4623;2023-12-22;268;1;142.84;32.67;mobile
4624;2024-10-17;950;3;126.08;6.47;e-commerce
4625;2024-01-06;526;3;329.15;22.84;retail
4626;2023-08-27;791;2;134.57;22.95;mobile
4627;2024-05-21;461;1;465.57;25.93;e-commerce
4628;2024-08-29;25;2;30.33;36.43;mobile
4629;2023-11-05;418;3;23.22;41.14;retail
4630;2024-06-18;450;2;166.08;21.65;retail
4631;2023-09-04;137;2;309.35;31.36;mobile
4632;2024-09-21;549;3;37.95;8.76;e-commerce
4633;2024-04-24;782;1;108.83;47.63;e-commerce
4634;2023-07-12;677;3;146.8;27.48;e-commerce
4635;2022-12-29;191;3;169.07;20.82;e-commerce
4636;2023-04-12;182;3;87.18;14.86;mobile
4637;2024-05-05;649;3;15.16;35.94;mobile
4638;2024-08-15;630;1;292.22;36.41;e-commerce
4639;2023-05-10;633;3;248.13;40.98;mobile
4640;2024-03-27;223;3;380.63;39.8;mobile
4641;2023-07-06;611;2;399.82;42.6;e-commerce
4642;2024-08-01;339;3;430.05;17.04;e-commerce
4643;2022-03-17;770;1;142.77;49.76;e-commerce
4644;2022-12-17;823;1;263.63;36.66;mobile
4645;2024-07-02;355;3;117.64;8.35;e-commerce
4646;2024-10-17;955;1;116.94;37.6;mobile
4647;2023-09-18;67;2;48.46;47.75;mobile
4648;2023-12-18;260;2;436.58;20.57;mobile
4649;2022-07-26;202;3;324.21;22.67;e-commerce
4650;2025-01-01;795;3;256.55;36.02;retail
4651;2022-08-07;770;1;386.23;20.38;retail
4652;2024-11-17;905;3;167.16;32.51;retail
4653;2022-01-02;85;2;449.07;25.36;retail
4654;2025-03-09;505;3;334.42;44.53;retail
4655;2022-02-19;567;2;429.38;47.1;retail
4656;2025-01-31;351;1;60.91;46.34;e-commerce
4657;2022-01-12;168;1;357.05;2.92;mobile
4658;2023-11-30;783;2;405.99;49.33;retail
4659;2023-10-13;739;3;280.3;18.17;retail
4660;2024-04-25;301;1;454.84;46.75;mobile
4661;2025-03-14;808;2;143.62;47.93;e-commerce
4662;2024-01-21;748;3;30.92;44.23;e-commerce
4663;2023-02-21;534;1;369.05;21.57;mobile
4664;2023-11-15;400;2;290.64;7.74;e-commerce
4665;2024-07-18;970;3;29.64;7.41;mobile
4666;2022-08-31;997;2;427.54;49.92;mobile
4667;2023-04-25;694;1;231.02;18.69;mobile
4668;2024-12-17;565;2;360.2;18.81;mobile
4669;2024-12-13;883;1;315.67;3.18;e-commerce
4670;2024-06-16;715;3;440.8;37.93;mobile
4671;2024-04-19;576;2;182.06;47.54;retail
4672;2022-08-12;784;3;494.3;34.13;mobile
4673;2025-01-10;691;3;261.51;41.36;e-commerce
4674;2025-02-08;366;3;400.92;29.93;retail
4675;2023-05-01;688;3;18.97;42.27;mobile
4676;2022-02-19;879;3;33.45;14.35;retail
4677;2022-03-24;44;3;477.76;24.55;retail
4678;2024-07-22;763;2;182.24;48.75;mobile
4679;2023-04-06;788;2;277.2;38.39;e-commerce
4680;2024-03-07;845;1;13.69;47.76;mobile
4681;2022-10-29;466;3;220.53;12.06;e-commerce
4682;2023-02-15;298;3;18.65;1.1;e-commerce
4683;2022-07-09;626;3;342.63;1.97;e-commerce
4684;2024-01-27;45;3;268.18;35.26;e-commerce
4685;2022-04-24;918;2;254.34;16.5;retail
4686;2024-08-22;645;1;202.0;20.74;e-commerce
4687;2022-05-16;655;3;132.95;41.75;e-commerce
4688;2022-10-26;900;1;187.45;15.43;e-commerce
4689;2022-04-26;926;3;197.71;21.76;e-commerce
4690;2023-01-09;874;3;363.85;44.48;e-commerce
4691;2023-01-01;979;1;256.4;35.12;retail
4692;2024-06-16;957;2;39.7;0.81;e-commerce
4693;2024-06-08;827;3;71.79;45.26;retail
4694;2024-07-09;665;1;54.3;49.53;e-commerce
4695;2024-06-29;579;3;364.09;18.57;mobile
4696;2024-12-09;287;2;412.71;43.77;e-commerce
4697;2022-01-21;782;3;132.48;22.24;mobile
4698;2024-02-14;506;3;24.9;40.89;e-commerce
4699;2022-09-02;574;1;329.31;9.37;retail
4700;2025-01-01;567;2;348.34;30.03;e-commerce
4701;2023-06-29;388;2;233.55;36.17;mobile
4702;2023-11-06;685;3;248.63;47.19;retail
4703;2025-01-29;813;1;33.87;22.23;e-commerce
4704;2022-07-22;820;3;96.4;10.73;retail
4705;2022-03-12;839;1;388.68;33.78;mobile
4706;2025-03-08;774;2;218.67;7.86;retail
4707;2022-11-27;796;1;372.35;5.44;mobile
4708;2022-02-25;462;1;152.6;27.71;retail
4709;2024-11-06;609;3;328.84;6.61;e-commerce
4710;2022-08-24;923;1;377.21;13.14;retail
4711;2022-06-29;647;2;456.8;25.5;retail
4712;2023-09-01;45;2;436.31;19.65;e-commerce
4713;2022-10-02;94;2;433.84;46.22;mobile
4714;2023-07-17;26;1;177.17;36.58;retail
4715;2022-09-26;978;2;485.96;41.85;mobile
4716;2024-11-18;292;2;201.5;29.51;retail
4717;2022-04-16;607;2;135.69;41.16;e-commerce
4718;2024-03-13;73;1;67.12;49.49;e-commerce
4719;2022-03-21;637;2;208.21;12.06;retail
4720;2023-03-21;48;2;38.52;34.21;mobile
4721;2023-06-17;519;2;101.36;4.33;mobile
4722;2022-03-23;653;1;168.26;35.38;retail
4723;2024-02-10;240;3;156.44;35.6;mobile
4724;2024-12-09;593;3;308.54;36.02;retail
4725;2023-05-31;472;2;386.65;29.46;mobile
4726;2022-09-28;448;3;196.55;41.91;mobile
4727;2022-10-29;135;3;421.01;2.51;e-commerce
4728;2022-04-04;708;3;310.03;5.58;mobile
4729;2022-12-27;446;3;423.66;8.5;mobile
4730;2025-03-09;916;1;10.74;30.52;retail
4731;2023-10-28;915;2;381.4;7.8;mobile
4732;2022-05-14;111;1;214.17;19.2;retail
4733;2022-09-14;995;3;58.97;46.11;retail
4734;2024-09-13;297;2;488.56;45.73;retail
4735;2022-02-01;389;1;101.99;45.77;retail
4736;2023-12-09;811;3;138.03;11.71;e-commerce
4737;2023-06-27;191;3;118.46;23.24;retail
4738;2022-03-30;230;3;338.87;17.01;e-commerce
4739;2025-01-04;607;1;120.77;9.6;e-commerce
4740;2024-12-05;691;3;359.17;32.98;retail
4741;2023-07-16;717;3;159.93;20.57;e-commerce
4742;2024-01-23;296;1;21.58;0.36;e-commerce
4743;2024-08-05;169;2;292.21;6.07;mobile
4744;2022-12-16;280;3;214.04;3.75;mobile
4745;2025-03-17;271;3;43.91;22.97;mobile
4746;2022-03-03;7;2;466.09;3.12;e-commerce
4747;2025-01-05;522;3;209.56;20.0;retail
4748;2023-12-26;670;1;430.14;8.88;retail
4749;2022-03-10;808;3;435.26;10.75;e-commerce
4750;2024-07-03;90;3;364.31;1.33;mobile
4751;2022-02-12;188;2;306.96;28.67;retail
4752;2024-05-23;250;2;317.9;36.66;mobile
4753;2023-07-03;115;3;388.48;34.7;e-commerce
4754;2022-11-30;956;1;244.98;11.27;mobile
4755;2023-05-07;514;3;457.89;11.48;e-commerce
4756;2022-01-26;947;1;432.35;43.88;mobile
4757;2022-06-28;393;1;138.4;47.37;mobile
4758;2023-09-18;973;3;496.37;25.01;e-commerce
4759;2023-01-26;313;2;410.62;3.79;mobile
4760;2022-12-27;620;1;340.63;34.44;mobile
4761;2024-11-03;528;2;330.72;6.59;e-commerce
4762;2024-03-10;5;3;269.78;25.68;e-commerce
4763;2022-02-22;734;1;202.6;14.65;retail
4764;2024-05-22;744;2;450.72;31.73;retail
4765;2024-06-10;233;2;48.34;36.6;e-commerce
4766;2022-09-15;949;2;118.74;46.18;e-commerce
4767;2022-10-09;666;2;75.54;11.52;e-commerce
4768;2024-10-17;314;3;302.02;10.89;mobile
4769;2022-02-11;757;3;52.99;16.19;retail
4770;2023-01-26;498;2;214.83;2.35;retail
4771;2022-04-20;862;3;301.39;0.1;e-commerce
4772;2025-01-18;798;1;47.29;17.55;mobile
4773;2022-10-26;38;2;261.18;2.59;retail
4774;2024-08-19;390;2;303.33;7.66;retail
4775;2024-02-19;554;3;188.59;37.24;mobile
4776;2025-01-10;581;2;232.51;41.43;mobile
4777;2024-03-27;932;2;231.45;15.31;e-commerce
4778;2023-09-03;416;2;387.93;24.11;e-commerce
4779;2023-01-09;587;2;118.22;38.16;mobile
4780;2022-06-28;355;1;358.17;31.21;mobile
4781;2023-07-20;262;2;328.22;12.12;e-commerce
4782;2023-02-02;966;2;196.68;40.78;e-commerce
4783;2023-10-27;90;1;465.72;34.53;mobile
4784;2023-03-08;986;1;111.98;33.76;mobile
4785;2022-03-19;689;2;477.73;4.75;mobile
4786;2024-07-15;75;2;135.43;47.18;e-commerce
4787;2024-05-19;487;1;366.96;42.11;retail
4788;2023-10-05;765;2;47.69;38.9;e-commerce
4789;2024-08-31;977;1;490.29;32.61;retail
4790;2023-09-26;506;1;157.71;42.02;mobile
4791;2024-05-24;925;1;128.49;27.59;e-commerce
4792;2024-06-16;796;2;42.79;23.16;mobile
4793;2022-01-30;904;2;395.72;42.14;mobile
4794;2024-03-19;91;1;403.0;0.1;retail
4795;2022-02-17;530;2;319.84;26.38;e-commerce
4796;2024-05-07;449;1;30.88;12.83;retail
4797;2023-05-09;377;1;251.99;42.61;e-commerce
4798;2022-08-09;848;1;468.4;17.29;retail
4799;2023-05-06;313;2;377.48;12.29;mobile
4800;2022-11-17;144;2;267.94;35.81;retail
4801;2024-07-16;542;2;51.68;15.97;e-commerce
4802;2023-01-02;956;2;348.97;38.51;mobile
4803;2024-06-11;65;2;124.18;24.08;retail
4804;2025-01-05;908;1;58.03;41.73;e-commerce
4805;2023-03-25;497;2;96.88;2.06;e-commerce
4806;2023-01-23;624;2;92.75;16.78;e-commerce
4807;2022-02-19;676;2;484.99;44.31;retail
4808;2023-07-29;699;1;251.75;36.14;mobile
4809;2025-01-30;740;3;192.97;6.67;e-commerce
4810;2024-10-21;560;2;71.79;35.49;mobile
4811;2022-05-23;55;1;122.23;31.81;e-commerce
4812;2023-11-28;465;3;274.7;25.72;e-commerce
4813;2023-01-06;724;1;121.92;29.96;e-commerce
4814;2025-01-25;764;3;133.59;40.13;retail
4815;2024-05-12;807;1;369.07;40.55;retail
4816;2024-06-18;329;2;241.28;0.94;retail
4817;2023-06-26;865;2;289.22;21.1;e-commerce
4818;2023-03-12;162;3;401.71;19.18;retail
4819;2022-05-31;23;1;335.07;25.59;e-commerce
4820;2023-05-03;950;1;220.6;32.06;e-commerce
4821;2024-09-02;342;1;336.91;11.72;retail
4822;2022-03-11;666;3;470.71;20.55;e-commerce
4823;2023-09-23;456;2;374.25;13.47;mobile
4824;2023-01-07;725;2;406.46;11.47;mobile
4825;2024-04-27;748;2;110.2;16.09;mobile
4826;2024-10-08;113;1;477.66;11.9;mobile
4827;2022-06-05;196;1;316.43;35.87;retail
4828;2023-02-14;216;1;343.61;6.21;e-commerce
4829;2023-11-23;24;2;152.77;6.41;e-commerce
4830;2023-03-03;172;1;322.78;6.23;retail
4831;2022-12-26;33;2;304.04;46.44;retail
4832;2023-06-25;810;3;447.44;17.63;e-commerce
4833;2023-09-12;333;3;76.95;39.12;mobile
4834;2025-01-10;190;3;365.0;38.58;retail
4835;2024-04-26;709;3;96.66;29.72;retail
4836;2022-02-17;516;2;475.42;17.6;mobile
4837;2023-01-11;429;3;78.39;48.59;mobile
4838;2023-10-21;534;2;343.52;15.86;e-commerce
4839;2022-04-03;552;1;210.31;3.75;e-commerce
4840;2022-10-02;20;1;320.99;25.65;e-commerce
4841;2023-05-13;658;2;347.38;31.57;retail
4842;2024-11-13;835;2;209.48;19.79;mobile
4843;2025-02-15;162;1;259.26;47.95;e-commerce
4844;2024-06-22;213;3;293.9;37.42;mobile
4845;2022-08-01;493;1;74.91;14.57;e-commerce
4846;2023-03-25;49;1;31.05;46.01;e-commerce
4847;2022-04-27;71;1;291.53;28.49;retail
4848;2022-04-22;818;3;229.03;17.12;e-commerce
4849;2023-04-13;865;3;41.25;26.87;retail
4850;2022-04-07;915;3;367.39;1.6;retail
4851;2024-09-27;682;1;379.63;28.4;mobile
4852;2024-02-27;337;3;461.07;41.05;e-commerce
4853;2023-01-18;960;2;315.11;22.44;e-commerce
4854;2022-06-12;404;1;459.23;6.99;retail
4855;2024-05-31;355;1;26.62;10.05;e-commerce
4856;2022-08-11;849;3;494.73;2.67;mobile
4857;2024-06-23;957;1;199.27;32.01;e-commerce
4858;2023-10-22;946;1;121.9;23.0;e-commerce
4859;2024-08-13;126;1;382.46;26.24;e-commerce
4860;2023-02-06;966;2;72.78;42.01;mobile
4861;2023-01-09;949;1;124.5;35.1;retail
4862;2024-01-07;8;2;105.36;18.33;e-commerce
4863;2023-07-09;954;2;225.73;45.66;mobile
4864;2023-08-23;700;1;330.69;35.54;e-commerce
4865;2024-04-15;854;3;443.57;13.74;mobile
4866;2023-08-15;283;1;100.71;16.85;retail
4867;2022-09-12;754;3;136.36;49.63;mobile
4868;2022-01-27;196;3;425.43;47.26;e-commerce
4869;2023-04-26;148;2;285.23;7.0;retail
4870;2025-04-01;211;2;447.67;39.46;e-commerce
4871;2025-02-11;452;1;285.79;40.59;retail
4872;2024-09-10;334;1;220.38;47.05;mobile
4873;2022-03-05;127;1;481.53;32.13;e-commerce
4874;2023-08-03;6;3;386.14;43.1;e-commerce
4875;2022-02-07;801;2;392.18;2.49;e-commerce
4876;2024-05-21;814;2;300.62;26.59;e-commerce
4877;2022-08-22;579;2;130.86;19.37;e-commerce
4878;2024-06-23;738;1;465.27;0.9;e-commerce
4879;2024-10-29;436;1;107.17;22.54;e-commerce
4880;2022-11-25;15;2;318.67;37.92;retail
4881;2024-06-03;27;3;460.94;18.43;e-commerce
4882;2022-11-04;978;3;420.51;39.78;mobile
4883;2024-09-07;876;3;289.27;6.7;e-commerce
4884;2022-06-15;619;2;416.99;21.87;retail
4885;2023-06-15;957;3;165.45;48.03;e-commerce
4886;2023-11-03;274;1;254.67;41.23;retail
4887;2023-06-06;1;3;305.92;38.85;retail
4888;2023-10-06;316;2;56.28;48.82;e-commerce
4889;2023-04-06;188;3;302.49;21.66;e-commerce
4890;2025-02-07;512;1;84.24;11.22;e-commerce
4891;2024-05-03;84;1;437.3;45.84;retail
4892;2025-01-06;161;3;399.5;1.18;mobile
4893;2023-09-25;128;2;176.04;46.8;e-commerce
4894;2024-03-02;940;1;350.22;24.42;mobile
4895;2024-04-16;624;2;444.2;24.51;mobile
4896;2024-07-18;425;1;216.85;7.12;mobile
4897;2022-06-26;60;2;344.32;3.58;mobile
4898;2023-09-01;386;3;50.44;17.37;mobile
4899;2024-10-10;477;3;177.32;18.74;e-commerce
4900;2024-08-27;183;2;365.36;21.55;e-commerce
4901;2022-06-18;763;1;45.39;22.86;mobile
4902;2024-07-23;573;2;127.09;8.55;retail
4903;2024-04-04;911;2;460.88;34.02;retail
4904;2024-03-11;818;3;79.15;34.15;e-commerce
4905;2022-10-27;561;3;183.86;34.26;mobile
4906;2023-08-12;370;3;164.71;23.28;retail
4907;2024-04-27;491;3;441.13;30.94;e-commerce
4908;2022-04-24;359;1;192.43;19.27;retail
4909;2023-01-30;405;2;159.77;15.0;e-commerce
4910;2022-10-25;27;2;226.05;13.9;retail
4911;2022-12-25;484;3;450.9;28.57;e-commerce
4912;2025-02-24;738;2;492.68;38.54;mobile
4913;2024-06-24;218;2;171.22;39.86;retail
4914;2022-05-01;842;2;322.51;22.34;e-commerce
4915;2023-04-26;517;2;480.59;19.57;retail
4916;2022-02-23;778;3;59.18;0.77;retail
4917;2024-07-20;317;3;216.99;13.9;mobile
4918;2024-06-13;367;1;357.48;33.66;mobile
4919;2025-03-29;976;1;152.57;47.92;mobile
4920;2022-07-27;494;3;237.47;19.29;retail
4921;2023-09-20;458;1;486.33;32.25;e-commerce
4922;2022-01-26;904;3;201.72;12.06;retail
4923;2024-04-25;253;3;338.72;36.87;mobile
4924;2022-03-15;719;1;193.46;3.55;retail
4925;2023-06-25;409;3;340.3;40.91;e-commerce
4926;2024-08-28;542;3;255.11;23.34;e-commerce
4927;2022-03-14;776;3;402.06;38.56;mobile
4928;2024-01-28;780;1;253.88;42.52;mobile
4929;2022-08-19;429;2;290.19;28.89;e-commerce
4930;2024-12-02;138;2;258.22;8.14;e-commerce
4931;2022-05-20;727;3;128.84;5.48;mobile
4932;2023-08-29;23;1;204.65;49.26;e-commerce
4933;2022-12-04;872;1;38.66;9.7;retail
4934;2023-10-02;367;2;269.79;10.69;e-commerce
4935;2023-07-17;820;1;165.7;33.78;e-commerce
4936;2023-11-22;138;1;70.69;18.46;mobile
4937;2022-12-27;156;1;92.34;3.57;retail
4938;2022-12-15;573;3;24.36;15.3;e-commerce
4939;2025-02-17;643;3;113.11;17.23;retail
4940;2023-09-04;565;1;62.48;6.64;e-commerce
4941;2023-02-06;728;1;134.46;2.18;e-commerce
4942;2022-07-21;497;2;479.34;18.57;mobile
4943;2022-04-16;206;1;153.72;41.79;retail
4944;2023-08-21;309;1;90.52;30.79;retail
4945;2022-05-22;806;3;104.31;49.89;retail
4946;2024-01-17;349;1;196.97;12.85;mobile
4947;2022-04-14;526;3;110.73;10.16;e-commerce
4948;2024-02-07;718;1;90.24;13.97;mobile
4949;2024-06-25;449;1;369.09;16.97;mobile
4950;2023-06-17;817;2;338.22;10.1;mobile
4951;2022-10-26;617;1;219.69;0.64;mobile
4952;2022-06-11;513;2;43.13;17.24;e-commerce
4953;2025-01-31;853;2;350.33;30.57;mobile
4954;2022-02-04;98;1;62.27;7.76;e-commerce
4955;2025-04-01;557;1;127.49;18.87;retail
4956;2023-04-06;545;2;226.4;28.81;mobile
4957;2022-06-13;509;3;233.72;22.44;e-commerce
4958;2024-11-16;206;1;266.9;20.71;mobile
4959;2023-07-20;543;1;350.08;5.64;retail
4960;2024-03-18;133;1;40.36;35.85;mobile
4961;2023-01-16;396;1;495.94;43.54;retail
4962;2024-03-23;533;3;190.29;22.0;mobile
4963;2023-04-02;405;3;382.63;2.91;e-commerce
4964;2023-01-24;142;3;274.56;22.6;e-commerce
4965;2023-12-10;455;3;12.05;29.86;retail
4966;2023-03-18;206;2;267.52;46.31;e-commerce
4967;2024-09-06;581;2;419.46;46.56;e-commerce
4968;2023-04-24;575;2;215.36;18.63;retail
4969;2024-06-13;686;2;116.46;21.28;retail
4970;2022-01-07;642;3;10.5;31.86;mobile
4971;2022-08-19;989;2;322.43;43.1;e-commerce
4972;2022-11-22;906;2;226.33;8.71;retail
4973;2022-12-31;975;3;124.3;23.45;retail
4974;2023-09-19;24;2;96.06;21.51;mobile
4975;2022-11-30;686;1;481.76;34.27;e-commerce
4976;2023-08-12;488;1;143.02;7.94;retail
4977;2022-08-08;756;3;374.62;17.88;mobile
4978;2025-02-19;958;2;136.17;22.3;mobile
4979;2022-01-05;221;1;377.69;12.26;e-commerce
4980;2025-02-24;479;1;364.78;46.12;mobile
4981;2024-11-12;863;1;383.98;25.22;retail
4982;2023-09-17;521;1;238.45;10.4;retail
4983;2024-12-14;558;2;481.67;6.79;retail
4984;2024-02-08;644;2;147.5;19.68;e-commerce
4985;2024-04-13;547;3;284.78;0.72;retail
4986;2024-07-10;533;1;10.98;47.38;mobile
4987;2022-09-14;628;1;63.91;47.89;retail
4988;2024-10-05;813;3;387.41;18.22;e-commerce
4989;2023-07-08;297;3;47.57;11.45;retail
4990;2023-08-02;473;3;496.05;31.32;mobile
4991;2022-01-18;138;1;188.22;0.02;retail
4992;2024-12-03;589;1;156.17;7.57;mobile
4993;2023-10-02;562;2;389.12;29.5;mobile
4994;2025-01-19;203;3;40.38;0.62;e-commerce
4995;2022-02-25;414;3;350.67;16.81;mobile
4996;2022-01-17;658;2;211.33;17.26;mobile
4997;2022-12-24;428;2;232.38;20.89;mobile
4998;2025-01-17;981;2;479.67;16.1;e-commerce
